Name,File
tryM,Mathlib.Control.Basic
Subsemigroup.closure_induction₂,Mathlib.Algebra.Group.Subsemigroup.Basic
Multiset.induction,Mathlib.Data.Multiset.ZeroCons
Std.TreeSet.min,Std.Data.TreeSet.Basic
Std.TreeSet.Raw.maxD,Std.Data.TreeSet.Raw.Basic
Vector3.recOn,Mathlib.Data.Vector3
Interval.recBotCoe,Mathlib.Order.Interval.Basic
List.nextOr,Mathlib.Data.List.Cycle
Nat.cauchy_induction',Mathlib.Order.Interval.Finset.Nat
Filter.HasBasis.property_index,Mathlib.Order.Filter.Bases.Basic
Lean.ShareCommon.ShareCommonT.run,Lean.Util.ShareCommon
Std.SharedMutex.atomicallyRead,Std.Sync.SharedMutex
Trunc.induction_on,Mathlib.Data.Quot
Antisymmetrization.induction_on,Mathlib.Order.Antisymmetrization
Fin.reverseInduction,Init.Data.Fin.Lemmas
Monoid.Foldl.get,Mathlib.Control.Fold
Lean.RBTree.forIn,Lean.Data.RBTree
Lean.Meta.collectPrivateIn,Batteries.Tactic.OpenPrivate
Mathlib.Tactic.Abel.smulg,Mathlib.Tactic.Abel
Array.modifyM,Init.Data.Array.Basic
Finset.affineCombinationLineMapWeights,Mathlib.LinearAlgebra.AffineSpace.Combination
Lean.setTraceState,Lean.Util.Trace
IsWellFounded.fix,Mathlib.Order.RelClasses
Std.DHashMap.Raw.getKey!,Std.Data.DHashMap.Raw
Lean.MVarId.isAssignedOrDelayedAssigned,Lean.MetavarContext
Lean.Elab.elabSetOption.setOption,Lean.Elab.SetOption
guard,Init.Control.Basic
Batteries.BinomialHeap.Imp.Heap.fold,Batteries.Data.BinomialHeap.Basic
Lean.Compiler.LCNF.DeclValue.isCodeAndM,Lean.Compiler.LCNF.Basic
cfc_predicate_zero,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Unital
Finset.inf,Mathlib.Data.Finset.Lattice.Fold
Lean.logWarning,Lean.Log
Lean.Elab.getInfoHoleIdAssignment?,Lean.Elab.InfoTree.Main
NONote.recOn,Mathlib.SetTheory.Ordinal.Notation
Mathlib.Tactic.BicategoryLike.StructuralAtom.srcM,Mathlib.Tactic.CategoryTheory.Coherence.Datatypes
Aesop.RappRef.runMetaMModifying,Aesop.Tree.RunMetaM
MeasureTheory.Integrable.induction,Mathlib.MeasureTheory.Function.SimpleFuncDenseLp
forall_imp,Init.PropLemmas
Std.DTreeMap.Internal.Impl.applyCell,Std.Data.DTreeMap.Internal.Model
Std.DHashMap.Raw.getKeyD,Std.Data.DHashMap.Raw
Quotient.hrecOn₂',Mathlib.Data.Quot
List.Pi.head,Mathlib.Data.List.Pi
Lagrange.nodalWeight,Mathlib.LinearAlgebra.Lagrange
iteratedDerivWithin,Mathlib.Analysis.Calculus.IteratedDeriv.Defs
Lean.PersistentHashMap.foldlMAux.traverse,Lean.Data.PersistentHashMap
Lean.RBTree.revFold,Lean.Data.RBTree
List.dProdIndex,Mathlib.Algebra.GradedMonoid
AddOpposite.rec',Mathlib.Algebra.Opposites
Fin.consCases,Mathlib.Data.Fin.Tuple.Basic
Lean.RArray.ofFn.go.induct,Lean.Data.RArray
Std.DTreeMap.Internal.Impl.minView.induct,Std.Data.DTreeMap.Internal.Model
CategoryTheory.Limits.coequalizer,Mathlib.CategoryTheory.Limits.Shapes.Equalizers
StateRefT'.run',Init.Control.StateRef
Aesop.Rapp.runMetaMInParentState',Aesop.Tree.RunMetaM
Lean.ofExceptKernelException,Lean.Exception
flip,Init.Core
List.flatMapM.loop,Init.Data.List.Control
PowerSeries.eval₂,Mathlib.RingTheory.PowerSeries.Evaluation
SkewMonoidAlgebra.coeff,Mathlib.Algebra.SkewMonoidAlgebra.Basic
Fourier.fourierIntegral,Mathlib.Analysis.Fourier.FourierTransform
IsFreeGroup.of,Mathlib.GroupTheory.FreeGroup.IsFreeGroup
Lean.Language.SnapshotTask.get,Lean.Language.Basic
RootPairing.EmbeddedG2.threeShortAddTwoLong,Mathlib.LinearAlgebra.RootSystem.Finite.g2
List.findM?',Mathlib.Data.List.Defs
Lean.Linter.collectMacroExpansions?.go,Lean.Linter.Util
Std.DTreeMap.Internal.Impl.maxKey!,Std.Data.DTreeMap.Internal.Queries
And.elim,Init.Core
BumpCovering.ind,Mathlib.Topology.PartitionOfUnity
Std.DHashMap.Raw.getKey,Std.Data.DHashMap.Raw
Batteries.RBNode.All.upperBound?,Batteries.Data.RBMap.Lemmas
Fin.append,Mathlib.Data.Fin.Tuple.Basic
Std.DTreeMap.getKeyLT,Std.Data.DTreeMap.AdditionalOperations
Mathlib.Tactic.BicategoryLike.NormalExpr.associatorInvM,Mathlib.Tactic.CategoryTheory.Coherence.Normalize
CategoryTheory.Limits.kernel,Mathlib.CategoryTheory.Limits.Shapes.Kernels
Stream'.Seq.recOn,Mathlib.Data.Seq.Seq
Vector3.nth,Mathlib.Data.Vector3
Nat.findGreatest_spec,Mathlib.Data.Nat.Find
Lean.Meta.withNewLocalInstance,Lean.Meta.Basic
Lean.Meta.withLocalDeclsDND,Lean.Meta.Basic
Aesop.Check.isEnabled,Aesop.Check
Batteries.PairingHeapImp.Heap.foldTree,Batteries.Data.PairingHeap
Array.foldr_rel,Init.Data.Array.Lemmas
Array.findSomeRevM?,Init.Data.Array.Basic
observing,Init.Control.Except
Lean.Syntax.MonadTraverser.getIdx,Lean.Syntax
Aesop.Frontend.RuleConfig.getSimpPriority,Aesop.Frontend.RuleExpr
Multiset.case_strongInductionOn,Mathlib.Data.Multiset.Basic
Nat.nth_mem_of_infinite,Mathlib.Data.Nat.Nth
Lean.ShareCommon.shareCommon,Lean.Util.ShareCommon
Quotient.induction_on_fintype_pi,Mathlib.Data.Fintype.Quotient
Lean.mkCIdentFromRef,Init.Meta
CategoryTheory.MorphismProperty.of_isPullback,Mathlib.CategoryTheory.MorphismProperty.Limits
Lean.Grind.CommRing.Poly.mulMonC.go.induct,Init.Grind.CommRing.Poly
Std.DHashMap.insertMany_ind,Std.Data.DHashMap.Lemmas
Vector.elimAsList,Init.Data.Vector.Basic
Lean.PersistentArray.getAux,Lean.Data.PersistentArray
Lean.Grind.CommRing.Poly.pow.induct,Init.Grind.CommRing.Poly
Lean.throwReservedNameNotAvailable,Lean.ResolveName
IsLocalExtrOn.elim,Mathlib.Topology.Order.LocalExtr
Lean.SMap.find!,Lean.Data.SMap
Lean.Meta.DiscrTree.Trie.mapArraysM,Lean.Meta.DiscrTree
AddLocalization.liftOn₂,Mathlib.GroupTheory.MonoidLocalization.Basic
Finset.prod_hom_rel,Mathlib.Algebra.BigOperators.Group.Finset.Defs
CategoryTheory.MonoidalOfChosenFiniteProducts.tensorObj,Mathlib.CategoryTheory.Monoidal.OfChosenFiniteProducts.Basic
Set.Finite.induction_on_subset,Mathlib.Data.Set.Finite.Basic
MeasureTheory.L1.SimpleFunc.integral,Mathlib.MeasureTheory.Integral.Bochner.L1
Lean.getExprMVarAssignment?,Lean.MetavarContext
Lean.Elab.throwAbortCommand,Lean.Elab.Exception
Std.TreeMap.Raw.forM,Std.Data.TreeMap.Raw.Basic
Multiset.noncommProd_induction,Mathlib.Data.Finset.NoncommProd
Aesop.withExceptionTransform,Aesop.Util.Basic
BooleanSubalgebra.closure_sdiff_sup_induction,Mathlib.Order.BooleanSubalgebra
Lean.SimplePersistentEnvExtension.getState,Lean.EnvExtension
OrderHom.lfp_induction,Mathlib.Order.FixedPoints
CategoryTheory.MorphismProperty.relative.property_snd,Mathlib.CategoryTheory.MorphismProperty.Representable
CategoryTheory.Limits.pairFunction,Mathlib.CategoryTheory.Limits.Shapes.BinaryProducts
Module.Baer.ExtensionOfMaxAdjoin.extensionToFun,Mathlib.Algebra.Module.Injective
Sym2.GameAdd.fix,Mathlib.Order.GameAdd
Ordnode.findLeAux,Mathlib.Data.Ordmap.Ordnode
Lean.Compiler.LCNF.FunDecl.mapFVarM,Lean.Compiler.LCNF.FVarUtil
Batteries.Tactic.Cache.get,Batteries.Util.Cache
ST.mkRef,Init.System.ST
Lean.Meta.lambdaLetTelescope,Lean.Meta.Basic
Finset.noncommSum,Mathlib.Data.Finset.NoncommProd
Nat.recOnPosPrimePosCoprime,Mathlib.Data.Nat.Factorization.Induction
Aesop.Script.TacticState.applyTactic,Aesop.Script.TacticState
Mathlib.Tactic.BicategoryLike.NormalExpr.ofAtomM,Mathlib.Tactic.CategoryTheory.Coherence.Normalize
List.prev,Mathlib.Data.List.Cycle
AList.insertRec,Mathlib.Data.List.AList
Batteries.RBSet.forM,Batteries.Data.RBMap.Basic
Mathlib.Tactic.modifyLocalContext,Mathlib.Util.Tactic
Batteries.PairingHeapImp.Heap.foldM,Batteries.Data.PairingHeap
CategoryTheory.Limits.biprod,Mathlib.CategoryTheory.Limits.Shapes.BinaryBiproducts
Lean.Meta.withLocalDeclD,Lean.Meta.Basic
Lean.Elab.withoutModifyingStateWithInfoAndMessages,Lean.Elab.Term
MvPFunctor.const.get,Mathlib.Data.PFunctor.Multivariate.Basic
CategoryTheory.IsCofiltered.eq,Mathlib.CategoryTheory.Filtered.Basic
IsIntegralClosure.mk',Mathlib.RingTheory.IntegralClosure.IsIntegralClosure.Basic
Fin.induction.go,Init.Data.Fin.Lemmas
Std.DTreeMap.Internal.Impl.insert.induct,Std.Data.DTreeMap.Internal.Model
Functor.mapConstRev,Mathlib.Control.Functor
List.firstM,Init.Data.List.Control
gaugeRescale,Mathlib.Analysis.Convex.GaugeRescale
Lean.throwInterruptException,Lean.Exception
Nat.unaryCast,Mathlib.Data.Nat.Cast.Defs
Std.TreeSet.Raw.getGTD,Std.Data.TreeSet.Raw.Basic
nsmulRec',Mathlib.Algebra.Group.Defs
WeierstrassCurve.Projective.dblX,Mathlib.AlgebraicGeometry.EllipticCurve.Projective.Formula
Lean.Parser.Tactic.Doc.allTags,Lean.Parser.Tactic.Doc
min_rec,Mathlib.Order.Basic
TypeVec.typevecCasesCons₃,Mathlib.Data.TypeVec
FirstOrder.Language.BoundedFormula.IsQF.induction_on_inf_not,Mathlib.ModelTheory.Complexity
Lean.MVarId.setFVarKind,Lean.MetavarContext
CategoryTheory.ShortComplex.SnakeInput.P,Mathlib.Algebra.Homology.ShortComplex.SnakeLemma
IsCyclotomicExtension.zeta,Mathlib.NumberTheory.Cyclotomic.PrimitiveRoots
Finset.choose_property,Mathlib.Data.Finset.Basic
Lean.Meta.Match.addMatcherInfo,Lean.Meta.Match.MatcherInfo
Function.sometimes_spec,Mathlib.Logic.Function.Basic
Lean.Widget.CodeWithInfos.mergePosMap,Lean.Widget.InteractiveCode
Lean.Elab.nestedExceptionToMessageData,Lean.Elab.Util
Std.DHashMap.Internal.Raw₀.getKey!ₘ,Std.Data.DHashMap.Internal.Model
SetTheory.PGame.moveRecOn,Mathlib.SetTheory.PGame.Basic
Array.binSearchAux,Init.Data.Array.BinSearch
Mathlib.Tactic.modifyLocalDecl,Mathlib.Util.Tactic
RCLike.wInner,Mathlib.Analysis.RCLike.Inner
Lean.Meta.getUnusedUserNames,Batteries.Lean.Meta.UnusedNames
Decidable.by_contra,Init.PropLemmas
Order.isSuccLimitRecOn,Mathlib.Order.SuccPred.Limit
List.Sorted.rel_get_of_lt,Mathlib.Data.List.Sort
AdjoinRoot.induction_on,Mathlib.RingTheory.AdjoinRoot
Filter.liminf,Mathlib.Order.LiminfLimsup
Finset.induction_on_union,Mathlib.Data.Finset.Lattice.Lemmas
npowRec',Mathlib.Algebra.Group.Defs
Lean.Meta.isMatcher,Lean.Meta.Match.MatcherInfo
Bifunctor.snd,Mathlib.Control.Bifunctor
Lean.Elab.Term.withNarrowedTacticReuse,Lean.Elab.Term
Std.RecursiveMutex.tryAtomically,Std.Sync.RecursiveMutex
Lean.SubExpr.Pos.foldlM,Lean.SubExpr
Std.Internal.List.getValueCastD,Std.Data.Internal.List.Associative
CategoryTheory.Limits.HasCoequalizersOfHasPushoutsAndBinaryCoproducts.constructCoequalizer,Mathlib.CategoryTheory.Limits.Constructions.Equalizers
Lean.matchConstStructure,Lean.MonadEnv
Lean.matchConst,Lean.MonadEnv
Thunk.get,Init.Core
Std.TreeSet.Raw.minD,Std.Data.TreeSet.Raw.Basic
Lean.withInPattern,Lean.Data.Options
Std.DTreeMap.Internal.Impl.link.fun_cases,Std.Data.DTreeMap.Internal.WF.Lemmas
IO.runRandWith,Mathlib.Control.Random
Pi.single_induction,Mathlib.Algebra.BigOperators.Pi
Std.DHashMap.Internal.AssocList.getCastD,Std.Data.DHashMap.Internal.AssocList.Basic
Plausible.InjectiveFunction.apply,Mathlib.Testing.Plausible.Functions
Set.IsWF.min,Mathlib.Order.WellFoundedSet
RootPairing.pairingIn,Mathlib.LinearAlgebra.RootSystem.IsValuedIn
Std.TreeMap.getKeyLTD,Std.Data.TreeMap.Basic
Quotient.lift,Init.Core
CategoryTheory.IsFiltered.coeq₃,Mathlib.CategoryTheory.Filtered.Basic
discrim,Mathlib.Algebra.QuadraticDiscriminant
Lean.Elab.addConstInfo,Lean.Elab.InfoTree.Main
CategoryTheory.ObjectProperty.prop_X₂_of_exact,Mathlib.CategoryTheory.Abelian.SerreClass.Basic
ContinuousLinearMap.det,Mathlib.Topology.Algebra.Module.Determinant
Subarray.forRevM,Init.Data.Array.Subarray
CategoryTheory.Functor.partialLeftAdjointObj,Mathlib.CategoryTheory.Adjunction.PartialAdjoint
Lean.getConstInfoCtor,Lean.MonadEnv
Std.DTreeMap.Internal.Impl.foldr,Std.Data.DTreeMap.Internal.Queries
List.filterRevM,Init.Data.List.Control
Function.curry,Init.Data.Function
CategoryTheory.Limits.limit,Mathlib.CategoryTheory.Limits.HasLimits
Unitization.snd,Mathlib.Algebra.Algebra.Unitization
Lean.Compiler.LCNF.LetDecl.forFVarM,Lean.Compiler.LCNF.FVarUtil
Lean.Meta.withoutModifyingMCtx,Lean.Meta.Basic
MvQPF.Cofix.dest,Mathlib.Data.QPF.Multivariate.Constructions.Cofix
Set.forall_of_forall_insert,Mathlib.Data.Set.Insert
MLList.uncons,Batteries.Data.MLList.Basic
Function.Coequalizer.desc,Mathlib.Logic.Function.Coequalizer
Std.DHashMap.Raw.forM,Std.Data.DHashMap.Raw
Lean.Meta.withTransparency,Lean.Meta.Basic
Lean.catchInternalIds,Lean.CoreM
Lean.Meta.withoutProofIrrelevance,Lean.Meta.Basic
cfc_predicate_one,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Unital
liftM,Init.Prelude
AddQuantale.rightAddResiduation,Mathlib.Algebra.Order.Quantale
Lean.Server.CancellableT.run,Lean.Server.RequestCancellation
NzsNum.drec',Mathlib.Data.Num.Bitwise
Filter.Germ.inductionOn₂,Mathlib.Order.Filter.Germ.Basic
Finite.induction_empty_option,Mathlib.Data.Fintype.Option
throwThe,Init.Prelude
Sym2.Mem.other,Mathlib.Data.Sym.Sym2
Measurable.ennreal_induction,Mathlib.MeasureTheory.Function.SimpleFunc
Batteries.BinomialHeap.fold,Batteries.Data.BinomialHeap.Basic
Submonoid.iSup_induction',Mathlib.Algebra.Group.Submonoid.Membership
Std.DTreeMap.Internal.Impl.maxKey,Std.Data.DTreeMap.Internal.Queries
Std.DTreeMap.foldr,Std.Data.DTreeMap.Basic
VectorField.lieBracketWithin,Mathlib.Analysis.Calculus.VectorField
Batteries.RBNode.All.upperBound?_ub,Batteries.Data.RBMap.Lemmas
List.TProd.elim',Mathlib.Data.Prod.TProd
Topology.WithLowerSet.rec,Mathlib.Topology.Order.UpperLowerSetTopology
Mathlib.Tactic.BicategoryLike.NormalExpr.associatorM,Mathlib.Tactic.CategoryTheory.Coherence.Normalize
Matrix.induction_on,Mathlib.Data.Matrix.Basis
Array.mapM,Init.Data.Array.Basic
Finset.noncommProd,Mathlib.Data.Finset.NoncommProd
Lean.Elab.Term.Do.annotate,Lean.Elab.Do
Lean.Elab.Command.withCtorRef,Lean.Elab.MutualInductive
SimpleGraph.ConnectedComponent.ind₂,Mathlib.Combinatorics.SimpleGraph.Path
MvQPF.Fix.dest,Mathlib.Data.QPF.Multivariate.Constructions.Fix
Lean.Meta.map2MetaM,Lean.Meta.Basic
Rat.numDenCasesOn,Mathlib.Data.Rat.Defs
Semiquot.liftOn,Mathlib.Data.Semiquot
Trivialization.coordChange,Mathlib.Topology.FiberBundle.Trivialization
Std.DTreeMap.Internal.Impl.getKey!,Std.Data.DTreeMap.Internal.Queries
StarAlgebra.elemental.induction_on,Mathlib.Topology.Algebra.StarSubalgebra
Lean.opaqueId,Init.Core
Lean.Expr.withAppAux,Lean.Expr
Aesop.Rapp.runMetaM',Aesop.Tree.RunMetaM
Bimod.TensorBimod.X,Mathlib.CategoryTheory.Monoidal.Bimod
Lean.Elab.Tactic.iterateUntilFailureWithResults,Mathlib.Tactic.Core
Quotient.ind₂,Init.Core
Algebra.iSup_induction,Mathlib.Algebra.Algebra.Subalgebra.Lattice
Array.findSomeM?,Init.Data.Array.Basic
Lean.Meta.traverseLetWithPos.visit,Lean.Meta.ExprTraverse
Lean.PersistentHashSet.foldM,Lean.Data.PersistentHashSet
Std.DTreeMap.forM,Std.Data.DTreeMap.Basic
Membership.mem.out,Mathlib.Data.Set.Basic
WeierstrassCurve.Jacobian.addU,Mathlib.AlgebraicGeometry.EllipticCurve.Jacobian.Formula
Aesop.Rapp.subgoals,Aesop.Tree.Data
Nat.decreasing_induction_of_infinite,Mathlib.Order.Interval.Finset.Nat
zipWithM',Mathlib.Control.Basic
isEmptyElim,Mathlib.Logic.IsEmpty
WeierstrassCurve.Affine.slope,Mathlib.AlgebraicGeometry.EllipticCurve.Affine
ModelWithCorners.toFun',Mathlib.Geometry.Manifold.IsManifold.Basic
RingTheory.Sequence.IsWeaklyRegular.ndrecIterModByRegular,Mathlib.RingTheory.Regular.RegularSequence
Classical.epsilon_spec,Init.Classical
AddLocalization.induction_on₃,Mathlib.GroupTheory.MonoidLocalization.Basic
Submodule.inductionOnRank,Mathlib.LinearAlgebra.Dimension.StrongRankCondition
AddOreLocalization.oreMin,Mathlib.GroupTheory.OreLocalization.OreSet
List.Vector.casesOn₂,Mathlib.Data.Vector.Basic
WithBot.unbot',Mathlib.Order.WithBot
BestFirstQueue.popWithBound,Mathlib.Data.MLList.BestFirst
WittVector.RecursionMain.succNthVal,Mathlib.RingTheory.WittVector.FrobeniusFractionField
sequence,Mathlib.Control.Traversable.Basic
zsmul_induction_right,Mathlib.Algebra.Group.Basic
rel_iSup_tsum,Mathlib.Topology.Algebra.InfiniteSum.NatInt
HEq.ndrecOn,Init.Core
Fin.snocInduction,Mathlib.Data.Fin.Tuple.Basic
Nat.strongRecOn',Mathlib.Data.Nat.Init
Std.TreeMap.getKeyLT,Std.Data.TreeMap.AdditionalOperations
RootPairing.EmbeddedG2.twoShortAddLong,Mathlib.LinearAlgebra.RootSystem.Finite.g2
ToAdditive.additivizeLemmas,Mathlib.Tactic.ToAdditive.Frontend
LieSubmodule.lieSpan_induction,Mathlib.Algebra.Lie.Submodule
List.forA,Init.Data.List.Control
Finset.induction_on_pi_min,Mathlib.Data.Finset.PiInduction
NatOrdinal.rec,Mathlib.SetTheory.Ordinal.NaturalOps
AddLocalization.liftOn,Mathlib.GroupTheory.MonoidLocalization.Basic
panicWithPos,Init.Util
Lean.withoutModifyingState',Batteries.Lean.MonadBacktrack
Lean.Elab.throwErrorWithNestedErrors,Lean.Elab.Util
CategoryTheory.ConnectedComponents.liftFunctor,Mathlib.CategoryTheory.ConnectedComponents
Finset.inf',Mathlib.Data.Finset.Lattice.Fold
Finset.piecewise,Mathlib.Data.Finset.Piecewise
refl_of,Mathlib.Order.Defs.Unbundled
Std.DTreeMap.Internal.Impl.getD,Std.Data.DTreeMap.Internal.Queries
Aesop.TraceOption.withEnabled,Aesop.Tracing
FirstOrder.Language.BoundedFormula.IsQF.induction_on_sup_not,Mathlib.ModelTheory.Complexity
Std.DTreeMap.getKeyGTD,Std.Data.DTreeMap.Basic
FloatArray.mapM,Batteries.Data.FloatArray
MeasurableSpace.generateMeasurableRec_induction,Mathlib.MeasureTheory.MeasurableSpace.Card
Localization.recOnSubsingleton₂,Mathlib.GroupTheory.MonoidLocalization.Basic
IntermediateField.induction_on_adjoin_finset,Mathlib.FieldTheory.IntermediateField.Adjoin.Defs
Lean.Elab.setInfoState,Lean.Elab.InfoTree.Types
AlgebraicGeometry.of_targetAffineLocally_of_isPullback,Mathlib.AlgebraicGeometry.Morphisms.Basic
finsum,Mathlib.Algebra.BigOperators.Finprod
Lean.Expr.traverseAppWithPos,Lean.SubExpr
Lean.Syntax.MonadTraverser.goLeft,Lean.Syntax
Lean.ScopedEnvExtension.add,Lean.ScopedEnvExtension
Lean.Grind.CommRing.Mon.revlexWF.induct,Init.Grind.CommRing.Poly
Tree.unitRecOn,Mathlib.Data.Tree.Basic
Bicompr.bitraverse,Mathlib.Control.Bitraversable.Instances
Std.DTreeMap.Internal.Impl.balanceₘ.fun_cases,Std.Data.DTreeMap.Internal.Balancing
AddAction.automorphize,Mathlib.Topology.Algebra.InfiniteSum.Module
RootPairing.pairing,Mathlib.LinearAlgebra.RootSystem.Defs
Array.foldl,Init.Data.Array.Basic
Aesop.recordScriptSteps,Aesop.Script.ScriptM
Std.DHashMap.Raw.Const.forMUncurried,Std.Data.DHashMap.Raw
Quotient.recOnSubsingleton₂',Mathlib.Data.Quot
Fin.foldrM,Init.Data.Fin.Fold
AddLocalization.ind,Mathlib.GroupTheory.MonoidLocalization.Basic
HahnSeries.order,Mathlib.RingTheory.HahnSeries.Basic
SkewMonoidAlgebra.sum,Mathlib.Algebra.SkewMonoidAlgebra.Basic
Lean.instantiateMVars,Lean.MetavarContext
Std.TreeMap.Raw.maxKey!,Std.Data.TreeMap.Raw.Basic
Std.DHashMap.Raw.Internal.foldRevM,Std.Data.DHashMap.Raw
Lean.getNatOption,Lean.Data.Options
rootOfSplitsXPowSubC,Mathlib.FieldTheory.KummerExtension
WeierstrassCurve.Projective.addY,Mathlib.AlgebraicGeometry.EllipticCurve.Projective.Formula
Std.TreeMap.Raw.getKeyLT!,Std.Data.TreeMap.Raw.Basic
Lean.Grind.CommRing.Power.denote,Init.Grind.CommRing.Poly
List.Chain'.rel_head,Mathlib.Data.List.Chain
List.Vector.head,Mathlib.Data.Vector.Defs
Lean.withHeadRefOnly,Init.Meta
ULiftable.up,Mathlib.Control.ULiftable
Lean.Expr.foldlM,Lean.Expr
Std.TreeSet.min!,Std.Data.TreeSet.Basic
CategoryTheory.MorphismProperty.IsStableUnderBaseChange.baseChange_obj,Mathlib.CategoryTheory.MorphismProperty.Limits
Mathlib.Tactic.BicategoryLike.NormalExpr.leftUnitorM,Mathlib.Tactic.CategoryTheory.Coherence.Normalize
Profinite.NobelingProof.Products.prop_of_isGood,Mathlib.Topology.Category.Profinite.Nobeling.Basic
Std.DHashMap.Const.getD,Std.Data.DHashMap.Basic
Aesop.Script.TacticState.focus,Aesop.Script.TacticState
List.forall_mem_inter_of_forall_left,Mathlib.Data.List.Lattice
WeierstrassCurve.Projective.addZ,Mathlib.AlgebraicGeometry.EllipticCurve.Projective.Formula
Std.ExtHashSet.get,Std.Data.ExtHashSet.Basic
List.forall₂_zip,Mathlib.Data.List.Forall2
List.Vector.inductionOn₂,Mathlib.Data.Vector.Basic
Monad.sequence,Mathlib.Control.Combinators
Order.pred,Mathlib.Order.SuccPred.Basic
Aesop.Frontend.RuleConfig.getBuilder,Aesop.Frontend.RuleExpr
symmDiff,Mathlib.Order.SymmDiff
Set.Finite.induction_on,Mathlib.Data.Set.Finite.Basic
AddValuation.onQuotVal,Mathlib.RingTheory.Valuation.Quotient
IsNoetherian.induction,Mathlib.RingTheory.Noetherian.Basic
Module.End.UnifEigenvalues.val,Mathlib.LinearAlgebra.Eigenspace.Basic
Lean.PersistentArray.forInAux,Lean.Data.PersistentArray
CategoryTheory.ObjectProperty.prop_X₂_of_shortExact,Mathlib.CategoryTheory.ObjectProperty.Extensions
WeierstrassCurve.Projective.dblZ,Mathlib.AlgebraicGeometry.EllipticCurve.Projective.Formula
Con.liftOn,Mathlib.GroupTheory.Congruence.Defs
Lean.Compiler.LCNF.AltCore.mapCodeM,Lean.Compiler.LCNF.Basic
Ordnode.findLtAux,Mathlib.Data.Ordmap.Ordnode
Function.invFun,Mathlib.Logic.Function.Basic
Ordnode.findMax',Mathlib.Data.Ordmap.Ordnode
List.allM,Init.Data.List.Control
Std.DTreeMap.Internal.Impl.mapM,Std.Data.DTreeMap.Internal.Operations
Quotient.pliftOn,Init.Core
Lean.preprocessSyntaxAndResolve,Lean.ResolveName
Eq.mpr_prop,Init.SimpLemmas
Lean.unreachIsNodeIdent,Lean.Syntax
RatFunc.liftOn,Mathlib.FieldTheory.RatFunc.Defs
Lean.Meta.LazyDiscrTree.createImportedDiscrTree.go,Lean.Meta.LazyDiscrTree
List.alternatingSum,Mathlib.Algebra.BigOperators.Group.List.Defs
Vector.allM,Init.Data.Vector.Basic
Lean.Core.transform,Lean.Meta.Transform
PEmpty.elim,Init.Core
Ordinal.inductionOnWellOrder,Mathlib.SetTheory.Ordinal.Basic
Magma.AssocQuotient.induction_on,Mathlib.Algebra.Free
Lean.Syntax.MonadTraverser.setCur,Lean.Syntax
Vector.foldr_rel,Init.Data.Vector.Lemmas
Std.TreeMap.forM,Std.Data.TreeMap.Basic
peirce,Mathlib.Logic.Basic
List.mapIdxMAux',Mathlib.Data.List.Defs
Lean.Meta.Ext.ExtTheorems.erase,Lean.Meta.Tactic.Ext
Lean.Syntax.rewriteBottomUpM,Lean.Syntax
PNat.strongInductionOn,Mathlib.Data.PNat.Defs
Lean.Elab.InfoTree.foldInfoM,Lean.Server.InfoUtils
Std.DTreeMap.Raw.foldl,Std.Data.DTreeMap.Raw.Basic
Int.Linear.Poly.denote'.go.induct,Init.Data.Int.Linear
Aesop.withConstAesopTraceNode,Aesop.Tracing
Lean.PrettyPrinter.Delaborator.SubExpr.withNaryArg,Lean.PrettyPrinter.Delaborator.SubExpr
List.rel_of_sorted_cons,Mathlib.Data.List.Sort
Aesop.Options.toOptions',Aesop.Options.Internal
Submodule.smul_induction_on,Mathlib.Algebra.Algebra.Operations
Lean.isLevelMVarAssignable,Lean.MetavarContext
CategoryTheory.GrothendieckTopology.Cover.Arrow.middle,Mathlib.CategoryTheory.Sites.Grothendieck
Lean.RBMap.forM,Lean.Data.RBMap
Lean.Expr.traverseApp,Lean.Expr
Quotient.hrecOn',Mathlib.Data.Quot
Std.TreeMap.minKey!,Std.Data.TreeMap.Basic
List.foldr,Init.Data.List.Basic
Lean.SMap.forM,Lean.Data.SMap
Finset.prod,Mathlib.Algebra.BigOperators.Group.Finset.Defs
Lean.hasConst,Lean.MonadEnv
Order.succ,Mathlib.Order.SuccPred.Basic
Matrix.col,Mathlib.Data.Matrix.Defs
SeparationQuotient.lift,Mathlib.Topology.Inseparable
lim,Mathlib.Topology.Defs.Filter
Std.TreeSet.Raw.foldrM,Std.Data.TreeSet.Raw.Basic
WeierstrassCurve.Jacobian.negY,Mathlib.AlgebraicGeometry.EllipticCurve.Jacobian.Formula
CategoryTheory.mem_of_isIso,Mathlib.CategoryTheory.ObjectProperty.ClosedUnderIsomorphisms
preStoneCechExtend,Mathlib.Topology.StoneCech
Lean.Elab.withMacroExpansionInfo,Lean.Elab.InfoTree.Main
FreeMonoid.inductionOn,Mathlib.Algebra.FreeMonoid.Basic
Set.Finite.induction_on',Mathlib.Data.Set.Finite.Basic
AlgebraicGeometry.IsLocalAtSource.sigmaDesc,Mathlib.AlgebraicGeometry.Morphisms.Basic
Fin.induction,Init.Data.Fin.Lemmas
Array.forIn'.loop.induct,Init.Internal.Order.Lemmas
Std.TreeSet.forIn,Std.Data.TreeSet.Basic
Array.getD,Init.Prelude
